ID,probability
TEST_00235,0.42064349379552785
TEST_00236,0.40921666277723134
TEST_00237,0.0011719109506555274
TEST_00238,0.0005914569291123783
TEST_00239,0.24867275356652652
TEST_00240,0.16610708299529622
TEST_00241,0.44199681748125197
TEST_00242,0.4099490466259331
TEST_00243,0.12225252475058127
TEST_00244,0.0025236116579464467
TEST_00245,0.11513014566439365
TEST_00246,0.13858774828658135
TEST_00247,0.08268950430877481
TEST_00248,0.6473153946643698
TEST_00249,0.6326995775981673
TEST_00250,0.2690385323811504
TEST_00251,0.0007949828091283678
TEST_00252,0.13186894849322256
TEST_00253,0.046019938300089665
TEST_00254,0.3902075773705238
TEST_00255,0.3769615817472969
TEST_00256,0.21554157192518317
TEST_00257,0.2416631258230001
TEST_00258,0.32801380917942513
TEST_00259,0.20302709736022653
TEST_00260,0.0010807884669764827
TEST_00261,0.0011944705825415063
TEST_00262,0.019617256248149525
TEST_00263,0.588310464311493
TEST_00264,0.24791012824133798
TEST_00265,0.3486490562602441
TEST_00266,0.33517862950365274
TEST_00267,0.005228578181623284
TEST_00268,0.21926813488702768
TEST_00269,0.4672274250053327
TEST_00270,0.05598897146270423
TEST_00271,0.002281212351508811
TEST_00272,0.03361578559557462
TEST_00273,0.42174201853990456
TEST_00274,0.06474562907219554
TEST_00275,0.036879409899222955
TEST_00276,0.00080358467408356
TEST_00277,0.2490214268521278
TEST_00278,0.1629960625268308
TEST_00279,0.6666440454844211
TEST_00280,0.00029701582606513446
TEST_00281,0.056833771828355
TEST_00282,0.0009801734338611996
TEST_00283,0.0005572670147140923
TEST_00284,0.5983721698405493
TEST_00285,0.12318783963855652
TEST_00286,0.02058216589324066
TEST_00287,0.22857747834330075
TEST_00288,0.004238301089618433
TEST_00289,0.12874776430785284
TEST_00290,0.15231408882334488
TEST_00291,0.28284006120048366
TEST_00292,0.3595712122710902
TEST_00293,0.0014088055625880872
TEST_00294,0.9632546577128324
TEST_00295,0.07859311272042797
TEST_00296,0.012061341151192843
TEST_00297,0.0015936828595709736
TEST_00298,0.693374437672993
TEST_00299,0.6252717562159278
TEST_00300,0.0977025668183878
TEST_00301,0.4228369601284791
TEST_00302,0.34136829572740124
TEST_00303,0.2873905891607314
TEST_00304,0.5814658773045069
TEST_00305,0.37905572786652125
TEST_00306,0.14442010614666675
TEST_00307,0.6498388992343284
TEST_00308,0.28385812572814534
TEST_00309,0.5259065882367492
TEST_00310,0.33649145199448705
TEST_00311,0.2591073778697057
TEST_00312,0.09892300237552379
TEST_00313,0.13295908450870259
TEST_00314,0.30876737133381876
TEST_00315,0.5413621612846903
TEST_00316,0.002313653802341207
TEST_00317,0.02925996480726189
TEST_00318,0.0007445614272929558
TEST_00319,0.0016545490607192317
TEST_00320,0.4514992802357098
TEST_00321,0.24419282042660606
TEST_00322,0.07659959792331522
TEST_00323,0.2324454340458767
TEST_00324,0.2821305345225345
TEST_00325,0.0022568327624250084
TEST_00326,0.1656938551144345
TEST_00327,0.33516166641332074
TEST_00328,0.33940877351023113
TEST_00329,0.2343080406702062
TEST_00330,0.6794956956471937
TEST_00331,0.0009975439485046078
TEST_00332,0.5280283530039265
TEST_00333,0.19379947525543997
TEST_00334,0.7539692012202664
TEST_00335,0.31786985913596666
TEST_00336,0.0015979222156579992
TEST_00337,0.33604829299465744
TEST_00338,0.14585721415241726
TEST_00339,0.20450701307894045
TEST_00340,0.0942411324210565
TEST_00341,0.12656897564320665
TEST_00342,0.18006144727751494
TEST_00343,0.07995675426443208
TEST_00344,0.15374550717946844
TEST_00345,0.002157708596042059
TEST_00346,0.3098324151494798
TEST_00347,0.14047536391098922
TEST_00348,0.3303929317778595
TEST_00349,0.20709179821226345
TEST_00350,0.22878404178720807
TEST_00351,0.6529462976571082
TEST_00352,0.0029023253409045905
TEST_00353,0.0013922159207206556
TEST_00354,0.04749536037851246
TEST_00355,0.48672610890724544
TEST_00356,0.05459140356842601
TEST_00357,0.00037490825882288746
TEST_00358,0.002049105571481477
TEST_00359,0.34041995431209515
TEST_00360,0.1947012762067808
TEST_00361,0.06829455767793487
TEST_00362,0.288440929097595
TEST_00363,0.0012965269831097823
TEST_00364,0.0803659311255148
TEST_00365,0.10650370878398187
TEST_00366,0.12762916155328663
TEST_00367,0.10747350968392042
TEST_00368,0.26178493494595745
TEST_00369,0.020534689485589702
TEST_00370,0.002778883082568062
TEST_00371,0.068448625597613
TEST_00372,0.33015801902043757
TEST_00373,0.39176766435987437
TEST_00374,0.5775814865843781
TEST_00375,0.0011281081714288016
TEST_00376,0.0008053525641968803
TEST_00377,0.24508819305015264
TEST_00378,0.2197228918788998
TEST_00379,0.1395991632369556
TEST_00380,0.0006680758779255936
TEST_00381,0.7203590916739644
TEST_00382,0.2152712408707056
TEST_00383,0.17645681506288574
TEST_00384,0.5015802524189323
TEST_00385,0.0773165959115542
TEST_00386,0.24931730471216315
TEST_00387,0.11909926570201503
TEST_00388,0.3514346866748014
TEST_00389,0.07589489108861627
TEST_00390,0.25068900013507023
TEST_00391,0.33767414765741754
TEST_00392,0.21874074323944517
TEST_00393,0.30841873314989254
TEST_00394,0.039621229539396244
TEST_00395,0.4251794901110915
TEST_00396,0.6453291172846461
TEST_00397,0.001339806790495623
TEST_00398,0.09120139813130976
TEST_00399,0.0007459672096008874
TEST_00400,0.6174026935493128
TEST_00401,0.0006782317991888637
TEST_00402,0.11935884410303041
TEST_00403,0.0042388669498726545
TEST_00404,0.19168232024787718
TEST_00405,0.4495175271288794
TEST_00406,0.09547819379781933
TEST_00407,0.5856220689750422
TEST_00408,0.1450885118042448
TEST_00409,0.08084756327076563
TEST_00410,0.0626090667933177
TEST_00411,0.14808304668633906
TEST_00412,0.08443648540982572
TEST_00413,0.5451560493280804
TEST_00414,0.25156791187785527
TEST_00415,0.38743536611477103
TEST_00416,0.15341117477515356
TEST_00417,0.5189890250248704
TEST_00418,0.4147476703120139
TEST_00419,0.07031052865746808
TEST_00420,0.02521463262673053
TEST_00421,0.3946597024461728
TEST_00422,0.21672326065750236
TEST_00423,0.0007237078055972142
TEST_00424,0.12663252352193022
TEST_00425,0.15299738264507082
TEST_00426,0.20039814752850973
TEST_00427,0.5507980971806294
TEST_00428,0.2002672102727276
TEST_00429,0.052994996135667924
TEST_00430,0.24925490357724484
TEST_00431,0.4410021779111767
TEST_00432,0.3674562151059698
TEST_00433,0.003951219194577425
TEST_00434,0.42878984243649704
TEST_00435,0.33361450828855055
TEST_00436,0.001499667478979722
TEST_00437,0.08933443662484257
TEST_00438,0.0018465677402796613
TEST_00439,0.0005130735431296381
TEST_00440,0.5818187234494958
TEST_00441,0.38350577694986365
TEST_00442,0.2565464476002191
TEST_00443,0.5321759843930375
TEST_00444,0.000703163221048052
TEST_00445,0.29792688871000716
TEST_00446,0.2670286153325069
TEST_00447,0.6898943264170475
TEST_00448,0.6112111224837252
TEST_00449,0.0010520543481988426
TEST_00450,0.7562191219270533
TEST_00451,0.001223200688296965
TEST_00452,0.31517275410263884
TEST_00453,0.28251512418426233
TEST_00454,0.33145706376282597
TEST_00455,0.31538995791144203
TEST_00456,0.0012912154399248531
TEST_00457,0.3318746775891153
TEST_00458,0.09804712775656767
TEST_00459,0.33429457322464007
TEST_00460,0.00041648463973708623
TEST_00461,0.6171625201162201
TEST_00462,0.17784259714806697
TEST_00463,0.09103243757090995
TEST_00464,0.10706770267239508
TEST_00465,0.2007961297129092
TEST_00466,0.24477880509895544
TEST_00467,0.29153051897606963
TEST_00468,0.625655597949206
TEST_00469,0.0010049476109982981
TEST_00470,0.20660741055116003
TEST_00471,0.09071984843981737
TEST_00472,0.45515850779071176
TEST_00473,0.3779700831368424
TEST_00474,0.7511959725008981
TEST_00475,0.389719879022764
TEST_00476,0.0002692391535942618
TEST_00477,0.21736047255295082
TEST_00478,0.10509440673045928
TEST_00479,0.051518207404668004
TEST_00480,0.36871805150061904
TEST_00481,0.0837197184669
TEST_00482,0.30118670599411135
TEST_00483,0.06970143710773881
TEST_00484,0.16025829679488104
TEST_00485,0.39814611508337794
TEST_00486,0.1988383549649891
TEST_00487,0.3848397582729928
TEST_00488,0.14657599424066126
TEST_00489,0.3777030282124712
TEST_00490,0.2710669092272476
TEST_00491,0.13921551960931405
TEST_00492,0.06009453424857955
TEST_00493,0.12926789541110703
TEST_00494,0.0011839422858303378
TEST_00495,0.6981778629951182
TEST_00496,0.41670206312801167
TEST_00497,0.7024995148900163
TEST_00498,0.3892773611595909
TEST_00499,0.2526898152208646
TEST_00500,0.0023736523385423157
TEST_00501,0.001146755405630034
TEST_00502,0.0619280845644711
TEST_00503,0.3795383361340833
TEST_00504,0.0005166398695566255
TEST_00505,0.2096347044525162
TEST_00506,0.0015391458054750614
TEST_00507,0.15630773842376372
TEST_00508,0.503370440778738
TEST_00509,0.11800330221680579
TEST_00510,0.0035190669538628858
TEST_00511,0.0686508120701549
TEST_00512,0.021465186686974162
TEST_00513,0.09536655418812673
TEST_00514,0.6133352744175148
TEST_00515,0.11763875570015743
TEST_00516,0.10733753043572844
TEST_00517,0.25407144284387945
TEST_00518,0.08467767403363347
TEST_00519,0.5175745061117855
TEST_00520,0.0010777615932433698
TEST_00521,0.07902765215890488
TEST_00522,0.00050147922401454
TEST_00523,0.5131731066589507
TEST_00524,0.43225815180132215
TEST_00525,0.05333407225914867
TEST_00526,0.20556280046586523
TEST_00527,0.0007456553800129206
TEST_00528,0.055256281870432536
TEST_00529,0.14284886290083004
TEST_00530,0.2906924812247173
TEST_00531,0.39248024624696953
TEST_00532,0.6381405329908467
TEST_00533,0.0007528271361667624
TEST_00534,0.33285434058288066
TEST_00535,0.08494278099865059
TEST_00536,0.6798324323688083
TEST_00537,0.001625818838157654
TEST_00538,0.001044144546212228
TEST_00539,0.05814763244226387
TEST_00540,0.4629043696623734
TEST_00541,0.09796217910107893
TEST_00542,0.0010794348612215166
TEST_00543,0.4518525334731341
TEST_00544,0.0600910888319129
TEST_00545,0.4048059763623476
TEST_00546,0.782715585118138
TEST_00547,0.0013570126297560044
TEST_00548,0.17511796277095656
TEST_00549,0.4285723519816866
TEST_00550,0.20405780480373858
TEST_00551,0.1933396837326055
TEST_00552,0.4446381762962402
TEST_00553,0.09408810205784572
TEST_00554,0.17760443368180018
TEST_00555,0.28163344364235876
TEST_00556,0.1891001394648901
TEST_00557,0.47087785543720334
TEST_00558,0.567702257755151
TEST_00559,0.0012838896658074128
TEST_00560,0.2565572362606094
TEST_00561,0.1146983654016146
TEST_00562,0.4787639638470752
TEST_00563,0.0011141298169553672
TEST_00564,0.4649452191598192
TEST_00565,0.2476823773100854
TEST_00566,0.5955170623621918
TEST_00567,0.004939185203009295
TEST_00568,0.07871089417554543
TEST_00569,0.021017755841321886
TEST_00570,0.1717577961253664
TEST_00571,0.2239686920163595
TEST_00572,0.0007783022539775063
TEST_00573,0.0013967102880739451
TEST_00574,0.20347167732953014
TEST_00575,0.13078194605389165
TEST_00576,0.06131068744679967
TEST_00577,0.2807449760176978
TEST_00578,0.42803526694524796
TEST_00579,0.4396323367917396
TEST_00580,0.0005237686717618742
TEST_00581,0.19173953585490075
TEST_00582,0.10898851386675766
TEST_00583,0.6118589207471248
TEST_00584,0.5431628811538248
TEST_00585,0.26370860373040944
TEST_00586,0.2691812646464642
TEST_00587,0.13017171826199672
TEST_00588,0.10445541336875212
TEST_00589,0.000722761814540419
TEST_00590,0.3575330136980911
TEST_00591,0.3234996321466712
TEST_00592,0.2393282143140556
TEST_00593,0.26730756941901584
TEST_00594,0.0008928059015624242
TEST_00595,0.26493396814422737
TEST_00596,0.42791771777802606
TEST_00597,0.23980618548346128
TEST_00598,0.08118374885757174
TEST_00599,0.15193263330070525
TEST_00600,0.01129156110469929
TEST_00601,0.15540537498914797
TEST_00602,0.15475842041018836
TEST_00603,0.2451926653404228
TEST_00604,0.07130729594291581
TEST_00605,0.43126130574074395
TEST_00606,0.09475895533945411
TEST_00607,0.6068249574088428
TEST_00608,0.1629789889525296
TEST_00609,0.4642901763196805
TEST_00610,0.001284844229776715
TEST_00611,0.016283711286707893
TEST_00612,0.3178424945506863
TEST_00613,0.33296357287564204
TEST_00614,0.14868258901070858
TEST_00615,0.5946827264263164
TEST_00616,0.21834112999898483
TEST_00617,0.2159957082194314
TEST_00618,0.13172451825712073
TEST_00619,0.1758126067574766
TEST_00620,0.11861009490135675
TEST_00621,0.10328568282620787
TEST_00622,0.40705156972356366
TEST_00623,0.3254335233221978
TEST_00624,0.55773829532242
TEST_00625,0.6514011957625707
TEST_00626,0.11986359160799478
TEST_00627,0.20584660496828364
TEST_00628,0.5388009958018125
TEST_00629,0.08868168560837388
TEST_00630,0.15584166345821052
TEST_00631,0.6406389040438129
TEST_00632,0.7801128763001214
TEST_00633,0.3051731178473358
TEST_00634,0.6744169078190754
TEST_00635,0.2539441512504192
TEST_00636,0.025095024488069644
TEST_00637,0.48731174965923446
TEST_00638,0.0016364642522428802
TEST_00639,0.11372965897774805
TEST_00640,0.0008629097020296597
TEST_00641,0.0012766781516882415
TEST_00642,0.5543627121238369
TEST_00643,0.23616614978520095
TEST_00644,0.014570011910123495
TEST_00645,0.028098424783276493
TEST_00646,0.0009726354112886347
TEST_00647,0.04881976538501105
TEST_00648,0.3357532238963655
TEST_00649,0.4708406877108804
TEST_00650,0.04063433173803104
TEST_00651,0.5345306324476312
TEST_00652,0.6193565946752136
TEST_00653,0.21224797844677765
TEST_00654,0.000775733436124641
TEST_00655,0.8223903182804755
TEST_00656,0.5740744054394334
TEST_00657,0.0009617382224096727
TEST_00658,0.011639571096578559
TEST_00659,0.06905876578055697
TEST_00660,0.001345297485315614
TEST_00661,0.6248207263916761
TEST_00662,0.07387796748609705
TEST_00663,0.0014311626997677769
TEST_00664,0.13208895381821203
TEST_00665,0.0007256085331271087
TEST_00666,0.17546718346251922
TEST_00667,0.0006378798221145882
TEST_00668,0.50074138767685
TEST_00669,0.2329636800037597
TEST_00670,0.0505827895885346
TEST_00671,0.5613379173288162
TEST_00672,0.24016657991134763
TEST_00673,0.0012475741617250069
TEST_00674,0.28858487952826917
TEST_00675,0.06938206108138906
TEST_00676,0.501382320404911
TEST_00677,0.3420122380647312
TEST_00678,0.34664759139051293
TEST_00679,0.5137092144726825
TEST_00680,0.07104655534258159
TEST_00681,0.001020860800799347
TEST_00682,0.00046354598393478754
TEST_00683,0.08891869768044733
TEST_00684,0.24691263384845152
TEST_00685,0.11246179598377187
TEST_00686,0.6057779675534265
TEST_00687,0.13447310555487327
TEST_00688,0.21944873565960138
TEST_00689,0.4143732954632633
TEST_00690,0.04802539634559775
TEST_00691,0.21485288358251542
TEST_00692,0.04901059219489938
TEST_00693,0.17638261044559905
TEST_00694,0.11965466533966616
TEST_00695,0.5051339399621215
TEST_00696,0.035051150193793026
TEST_00697,0.41375694287843773
TEST_00698,0.4754311035014022
TEST_00699,0.0012586712504665447
TEST_00700,0.1926257995733895
TEST_00701,0.22694733751728038
TEST_00702,0.1731789123776647
TEST_00703,0.07325020178305157
TEST_00704,0.510114681582863
TEST_00705,0.4020281761192026
TEST_00706,0.4217142779345194
TEST_00707,0.002419094889469351
TEST_00708,0.0010414593133475812
TEST_00709,0.27661616311611253
TEST_00710,0.5559035491018297
TEST_00711,0.09360918504791861
TEST_00712,0.25994744423042687
TEST_00713,0.014437743739510286
TEST_00714,0.2141386356375734
TEST_00715,0.0006560898289185828
TEST_00716,0.24917681750037007
TEST_00717,0.2977155152785251
TEST_00718,0.08533908932425213
TEST_00719,0.2032696642176191
TEST_00720,0.1544941267929521
TEST_00721,0.5238804502041748
TEST_00722,0.0009832080260364052
TEST_00723,0.2598103348870521
TEST_00724,0.0012381487952435727
TEST_00725,0.001224378655718283
TEST_00726,0.13988493068183447
TEST_00727,0.1664171448549744
TEST_00728,0.1570712598758226
TEST_00729,0.1978258862946113
TEST_00730,0.17363624010503845
TEST_00731,0.00037610385011111055
TEST_00732,0.1945312939098781
TEST_00733,0.4878937731446558
TEST_00734,0.06085593522467131
TEST_00735,0.6765834722548428
TEST_00736,0.2224859752846484
TEST_00737,0.07407583737621036
TEST_00738,0.3001495889527851
TEST_00739,0.027054927922181313
TEST_00740,0.22108059515448808
TEST_00741,0.06847929359330215
TEST_00742,0.10701243930044374
TEST_00743,0.2666156278089249
TEST_00744,0.5430328223467941
TEST_00745,0.2613237287584569
TEST_00746,0.0005259520210606245
TEST_00747,0.4196286833090644
TEST_00748,0.07251386971584575
TEST_00749,0.0006068144977807562
TEST_00750,0.4136564000938474
TEST_00751,0.0011484513929427636
TEST_00752,0.07442713953004725
TEST_00753,0.1512962871311491
TEST_00754,0.2701409443266082
TEST_00755,0.08571027400358014
TEST_00756,0.394645097944387
TEST_00757,0.14717992558826026
TEST_00758,0.4733172790595016
TEST_00759,0.5362812360088731
TEST_00760,0.0069382043237024875
TEST_00761,0.29212444636661666
TEST_00762,0.6740281575653791
TEST_00763,0.08382225641879898
TEST_00764,0.24379335024519808
TEST_00765,0.29892016204128546
TEST_00766,0.1159647014146914
TEST_00767,0.1247258994227269
TEST_00768,0.7990805159651749
TEST_00769,0.005716832648682715
TEST_00770,0.07797640558231174
TEST_00771,0.07943703552286496
TEST_00772,0.037924536478794575
TEST_00773,0.11143789707879424
TEST_00774,0.5808445651540788
TEST_00775,0.3545123123921698
TEST_00776,0.33743608551987436
TEST_00777,0.3815044824565852
TEST_00778,0.23439742292709526
TEST_00779,0.16809081828098624
TEST_00780,0.5552072166377306
TEST_00781,0.22148551562403032
TEST_00782,0.08845720994358679
TEST_00783,0.2106145925679657
TEST_00784,0.3578286096076402
TEST_00785,0.41463289299006734
TEST_00786,0.32119396140583106
TEST_00787,0.41282614893871056
TEST_00788,0.0009938543569174574
TEST_00789,0.47955105342925325
TEST_00790,0.002861674873590262
TEST_00791,0.5219124316528445
TEST_00792,0.19354496205331984
TEST_00793,0.45875654938903976
TEST_00794,0.09734401283013566
TEST_00795,0.1402694939190875
TEST_00796,0.3862750146050641
TEST_00797,0.3465385652243789
TEST_00798,0.030075605241048426
TEST_00799,0.24948854453521122
TEST_00800,0.16779785147592716
TEST_00801,0.1870462271633427
TEST_00802,0.0899158871399526
TEST_00803,0.190054169819584
TEST_00804,0.08786497411808888
TEST_00805,0.31691792536757774
TEST_00806,0.0005389948714688347
TEST_00807,0.00726174844739182
TEST_00808,0.4862803631494825
TEST_00809,0.18822024134392723
TEST_00810,0.00045128652151494816
TEST_00811,0.2224575004304498
TEST_00812,0.2907481345778623
TEST_00813,0.3728790740960132
TEST_00814,0.18787184450299674
TEST_00815,0.049842578050319275
TEST_00816,0.44188243155416085
TEST_00817,0.31072607274361896
TEST_00818,0.20106854418463974
TEST_00819,0.4875517734380122
TEST_00820,0.3789338662121994
TEST_00821,0.12238857452374817
TEST_00822,0.44041816112441623
TEST_00823,0.45995450691768297
TEST_00824,0.40206790995034364
TEST_00825,0.4097578728244151
TEST_00826,0.17966734406287255
TEST_00827,0.0013966271126527757
TEST_00828,0.35004655613888935
TEST_00829,0.4301092508917657
TEST_00830,0.45377692187053154
TEST_00831,0.12070041744137663
TEST_00832,0.014165038846521231
TEST_00833,0.0008020358880330907
TEST_00834,0.2617665642730111
TEST_00835,0.062272014185270785
TEST_00836,0.5158678884703588
TEST_00837,0.19166684052494698
TEST_00838,0.26423746868409254
TEST_00839,0.22900051647383088
TEST_00840,0.002759043095453696
TEST_00841,0.31802603348901626
TEST_00842,0.35477662968416346
TEST_00843,0.1650004366542687
TEST_00844,0.22828361429681743
TEST_00845,0.21628008914753324
TEST_00846,0.31880735600160093
TEST_00847,0.0011003505999481638
TEST_00848,0.31811970790077004
TEST_00849,0.45488633051990474
TEST_00850,0.1557645225753571
TEST_00851,0.22830372353931513
TEST_00852,0.09288712347797086
TEST_00853,0.3269765299913514
TEST_00854,0.3614688648047614
TEST_00855,0.061492349977930745
TEST_00856,0.6119853448386874
TEST_00857,0.08977685379839925
TEST_00858,0.0028488340189263663
TEST_00859,0.12045589937029194
TEST_00860,0.44753665196154785
TEST_00861,0.3389025364603836
TEST_00862,0.2916721259579811
TEST_00863,0.20028797605558105
TEST_00864,0.0479991766800356
TEST_00865,0.0007756176017966222
TEST_00866,0.08947430202471947
TEST_00867,0.21052899296886968
TEST_00868,0.3875032162026701
